video_id,filename,source_type,category,path,dataset_root,absolute_path,format,file_size_bytes,duration_seconds,fps,width,height,frame_count,metadata_ok,metadata_error
anomaly/Abuse/Abuse011_x264.mp4,Abuse011_x264.mp4,anomaly,Abuse,Abuse/Abuse011_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,15197900,121.533,30.0,320,240,3646,True,
anomaly/Abuse/Abuse012_x264.mp4,Abuse012_x264.mp4,anomaly,Abuse,Abuse/Abuse012_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,30437863,171.0,30.0,319,240,5130,True,
anomaly/Abuse/Abuse013_x264.mp4,Abuse013_x264.mp4,anomaly,Abuse,Abuse/Abuse013_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,39051428,162.3,30.0,320,240,4869,True,
anomaly/Abuse/Abuse014_x264.mp4,Abuse014_x264.mp4,anomaly,Abuse,Abuse/Abuse014_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,6987750,86.333,30.0,320,240,2590,True,
anomaly/Abuse/Abuse015_x264.mp4,Abuse015_x264.mp4,anomaly,Abuse,Abuse/Abuse015_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,20204035,262.5,30.0,320,240,7875,True,
anomaly/Abuse/Abuse016_x264.mp4,Abuse016_x264.mp4,anomaly,Abuse,Abuse/Abuse016_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,9290914,46.9,30.0,320,240,1407,True,
anomaly/Abuse/Abuse017_x264.mp4,Abuse017_x264.mp4,anomaly,Abuse,Abuse/Abuse017_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,11851134,64.0,30.0,319,240,1920,True,
anomaly/Abuse/Abuse018_x264.mp4,Abuse018_x264.mp4,anomaly,Abuse,Abuse/Abuse018_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,7253522,80.933,30.0,320,240,2428,True,
anomaly/Abuse/Abuse019_x264.mp4,Abuse019_x264.mp4,anomaly,Abuse,Abuse/Abuse019_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,26574637,131.433,30.0,320,240,3943,True,
anomaly/Abuse/Abuse020_x264.mp4,Abuse020_x264.mp4,anomaly,Abuse,Abuse/Abuse020_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,22362007,103.467,30.0,320,240,3104,True,
anomaly/Abuse/Abuse021_x264.mp4,Abuse021_x264.mp4,anomaly,Abuse,Abuse/Abuse021_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,6298482,63.767,30.0,320,240,1913,True,
anomaly/Abuse/Abuse022_x264.mp4,Abuse022_x264.mp4,anomaly,Abuse,Abuse/Abuse022_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,19462399,94.4,30.0,320,240,2832,True,
anomaly/Abuse/Abuse023_x264.mp4,Abuse023_x264.mp4,anomaly,Abuse,Abuse/Abuse023_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,6819565,33.067,30.0,320,240,992,True,
anomaly/Abuse/Abuse024_x264.mp4,Abuse024_x264.mp4,anomaly,Abuse,Abuse/Abuse024_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,8725688,34.033,30.0,320,240,1021,True,
anomaly/Abuse/Abuse025_x264.mp4,Abuse025_x264.mp4,anomaly,Abuse,Abuse/Abuse025_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,16802570,67.7,30.0,320,240,2031,True,
anomaly/Abuse/Abuse026_x264.mp4,Abuse026_x264.mp4,anomaly,Abuse,Abuse/Abuse026_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,16964153,66.2,30.0,319,240,1986,True,
anomaly/Abuse/Abuse027_x264.mp4,Abuse027_x264.mp4,anomaly,Abuse,Abuse/Abuse027_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,28121676,145.733,30.0,320,240,4372,True,
anomaly/Abuse/Abuse028_x264.mp4,Abuse028_x264.mp4,anomaly,Abuse,Abuse/Abuse028_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,8899758,47.067,30.0,320,240,1412,True,
anomaly/Abuse/Abuse029_x264.mp4,Abuse029_x264.mp4,anomaly,Abuse,Abuse/Abuse029_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,1605302,10.0,30.0,320,240,300,True,
anomaly/Abuse/Abuse030_x264.mp4,Abuse030_x264.mp4,anomaly,Abuse,Abuse/Abuse030_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,13147762,51.467,30.0,320,240,1544,True,
anomaly/Abuse/Abuse031_x264.mp4,Abuse031_x264.mp4,anomaly,Abuse,Abuse/Abuse031_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,24786085,148.067,30.0,320,240,4442,True,
anomaly/Abuse/Abuse032_x264.mp4,Abuse032_x264.mp4,anomaly,Abuse,Abuse/Abuse032_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,20420144,158.333,30.0,320,240,4750,True,
anomaly/Abuse/Abuse033_x264.mp4,Abuse033_x264.mp4,anomaly,Abuse,Abuse/Abuse033_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,22913127,94.367,30.0,320,240,2831,True,
anomaly/Abuse/Abuse034_x264.mp4,Abuse034_x264.mp4,anomaly,Abuse,Abuse/Abuse034_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,13240893,52.1,30.0,320,240,1563,True,
anomaly/Abuse/Abuse035_x264.mp4,Abuse035_x264.mp4,anomaly,Abuse,Abuse/Abuse035_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,23718636,88.367,30.0,320,240,2651,True,
anomaly/Abuse/Abuse036_x264.mp4,Abuse036_x264.mp4,anomaly,Abuse,Abuse/Abuse036_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,40961654,156.767,30.0,320,240,4703,True,
anomaly/Abuse/Abuse037_x264.mp4,Abuse037_x264.mp4,anomaly,Abuse,Abuse/Abuse037_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,8861107,59.833,30.0,320,240,1795,True,
anomaly/Abuse/Abuse038_x264.mp4,Abuse038_x264.mp4,anomaly,Abuse,Abuse/Abuse038_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,7979033,29.7,30.0,320,240,891,True,
anomaly/Abuse/Abuse039_x264.mp4,Abuse039_x264.mp4,anomaly,Abuse,Abuse/Abuse039_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,99166430,471.467,30.0,320,240,14144,True,
anomaly/Abuse/Abuse040_x264.mp4,Abuse040_x264.mp4,anomaly,Abuse,Abuse/Abuse040_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,16126433,113.767,30.0,320,240,3413,True,
anomaly/Abuse/Abuse041_x264.mp4,Abuse041_x264.mp4,anomaly,Abuse,Abuse/Abuse041_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,11570925,46.167,30.0,320,240,1385,True,
anomaly/Abuse/Abuse042_x264.mp4,Abuse042_x264.mp4,anomaly,Abuse,Abuse/Abuse042_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,214723655,949.2,30.0,320,240,28476,True,
anomaly/Abuse/Abuse043_x264.mp4,Abuse043_x264.mp4,anomaly,Abuse,Abuse/Abuse043_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,33756700,129.0,30.0,320,240,3870,True,
anomaly/Abuse/Abuse044_x264.mp4,Abuse044_x264.mp4,anomaly,Abuse,Abuse/Abuse044_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,32737452,131.333,30.0,319,240,3940,True,
anomaly/Abuse/Abuse045_x264.mp4,Abuse045_x264.mp4,anomaly,Abuse,Abuse/Abuse045_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,21650729,169.5,30.0,320,240,5085,True,
anomaly/Abuse/Abuse046_x264.mp4,Abuse046_x264.mp4,anomaly,Abuse,Abuse/Abuse046_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,10165052,38.633,30.0,320,240,1159,True,
anomaly/Abuse/Abuse047_x264.mp4,Abuse047_x264.mp4,anomaly,Abuse,Abuse/Abuse047_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,8990328,52.1,30.0,320,240,1563,True,
anomaly/Abuse/Abuse048_x264.mp4,Abuse048_x264.mp4,anomaly,Abuse,Abuse/Abuse048_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,25599941,113.867,30.0,320,240,3416,True,
anomaly/Abuse/Abuse049_x264.mp4,Abuse049_x264.mp4,anomaly,Abuse,Abuse/Abuse049_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,17034376,71.233,30.0,318,240,2137,True,
anomaly/Abuse/Abuse050_x264.mp4,Abuse050_x264.mp4,anomaly,Abuse,Abuse/Abuse050_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,39654017,162.067,30.0,320,240,4862,True,
anomaly/Arrest/Arrest001_x264.mp4,Arrest001_x264.mp4,anomaly,Arrest,Arrest/Arrest001_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,13982812,79.133,30.0,319,240,2374,True,
anomaly/Arrest/Arrest002_x264.mp4,Arrest002_x264.mp4,anomaly,Arrest,Arrest/Arrest002_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,10841051,59.667,30.0,320,240,1790,True,
anomaly/Arrest/Arrest003_x264.mp4,Arrest003_x264.mp4,anomaly,Arrest,Arrest/Arrest003_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,15560127,101.8,30.0,320,240,3054,True,
anomaly/Arrest/Arrest004_x264.mp4,Arrest004_x264.mp4,anomaly,Arrest,Arrest/Arrest004_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,22721089,120.1,30.0,319,240,3603,True,
anomaly/Arrest/Arrest005_x264.mp4,Arrest005_x264.mp4,anomaly,Arrest,Arrest/Arrest005_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,30942847,122.833,30.0,320,240,3685,True,
anomaly/Arrest/Arrest006_x264.mp4,Arrest006_x264.mp4,anomaly,Arrest,Arrest/Arrest006_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,19523079,103.0,30.0,320,240,3090,True,
anomaly/Arrest/Arrest007_x264.mp4,Arrest007_x264.mp4,anomaly,Arrest,Arrest/Arrest007_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,19652645,104.8,30.0,320,240,3144,True,
anomaly/Arrest/Arrest008_x264.mp4,Arrest008_x264.mp4,anomaly,Arrest,Arrest/Arrest008_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,51416593,212.933,30.0,320,240,6388,True,
anomaly/Arrest/Arrest009_x264.mp4,Arrest009_x264.mp4,anomaly,Arrest,Arrest/Arrest009_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,10860899,57.1,30.0,320,240,1713,True,
anomaly/Arrest/Arrest010_x264.mp4,Arrest010_x264.mp4,anomaly,Arrest,Arrest/Arrest010_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,19897167,87.4,30.0,320,240,2622,True,
anomaly/Arrest/Arrest011_x264.mp4,Arrest011_x264.mp4,anomaly,Arrest,Arrest/Arrest011_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,15610795,73.8,30.0,320,240,2214,True,
anomaly/Arrest/Arrest012_x264.mp4,Arrest012_x264.mp4,anomaly,Arrest,Arrest/Arrest012_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,134438499,538.7,30.0,320,240,16161,True,
anomaly/Arrest/Arrest013_x264.mp4,Arrest013_x264.mp4,anomaly,Arrest,Arrest/Arrest013_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,6038519,37.2,30.0,319,240,1116,True,
anomaly/Arrest/Arrest014_x264.mp4,Arrest014_x264.mp4,anomaly,Arrest,Arrest/Arrest014_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,13365714,51.2,30.0,320,240,1536,True,
anomaly/Arrest/Arrest015_x264.mp4,Arrest015_x264.mp4,anomaly,Arrest,Arrest/Arrest015_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,6162821,32.533,30.0,320,240,976,True,
anomaly/Arrest/Arrest016_x264.mp4,Arrest016_x264.mp4,anomaly,Arrest,Arrest/Arrest016_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,57221709,352.867,30.0,320,240,10586,True,
anomaly/Arrest/Arrest017_x264.mp4,Arrest017_x264.mp4,anomaly,Arrest,Arrest/Arrest017_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,24625746,114.4,30.0,320,240,3432,True,
anomaly/Arrest/Arrest018_x264.mp4,Arrest018_x264.mp4,anomaly,Arrest,Arrest/Arrest018_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,14568373,81.133,30.0,320,240,2434,True,
anomaly/Arrest/Arrest019_x264.mp4,Arrest019_x264.mp4,anomaly,Arrest,Arrest/Arrest019_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,11929804,46.467,30.0,320,240,1394,True,
anomaly/Arrest/Arrest020_x264.mp4,Arrest020_x264.mp4,anomaly,Arrest,Arrest/Arrest020_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,24978416,98.067,30.0,320,240,2942,True,
anomaly/Arrest/Arrest021_x264.mp4,Arrest021_x264.mp4,anomaly,Arrest,Arrest/Arrest021_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,78150870,291.133,30.0,320,240,8734,True,
anomaly/Arrest/Arrest022_x264.mp4,Arrest022_x264.mp4,anomaly,Arrest,Arrest/Arrest022_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,11686097,53.167,30.0,320,240,1595,True,
anomaly/Arrest/Arrest023_x264.mp4,Arrest023_x264.mp4,anomaly,Arrest,Arrest/Arrest023_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,11225911,60.233,30.0,320,240,1807,True,
anomaly/Arrest/Arrest024_x264.mp4,Arrest024_x264.mp4,anomaly,Arrest,Arrest/Arrest024_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,21325478,120.967,30.0,320,240,3629,True,
anomaly/Arrest/Arrest025_x264.mp4,Arrest025_x264.mp4,anomaly,Arrest,Arrest/Arrest025_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,9247970,35.233,30.0,320,240,1057,True,
anomaly/Arrest/Arrest026_x264.mp4,Arrest026_x264.mp4,anomaly,Arrest,Arrest/Arrest026_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,26679410,216.2,30.0,320,240,6486,True,
anomaly/Arrest/Arrest027_x264.mp4,Arrest027_x264.mp4,anomaly,Arrest,Arrest/Arrest027_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,14225246,56.933,30.0,320,240,1708,True,
anomaly/Arrest/Arrest028_x264.mp4,Arrest028_x264.mp4,anomaly,Arrest,Arrest/Arrest028_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,20702974,83.167,30.0,320,240,2495,True,
anomaly/Arrest/Arrest029_x264.mp4,Arrest029_x264.mp4,anomaly,Arrest,Arrest/Arrest029_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,48950621,258.867,30.0,320,240,7766,True,
anomaly/Arrest/Arrest030_x264.mp4,Arrest030_x264.mp4,anomaly,Arrest,Arrest/Arrest030_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,48931788,288.067,30.0,319,240,8642,True,
anomaly/Arrest/Arrest031_x264.mp4,Arrest031_x264.mp4,anomaly,Arrest,Arrest/Arrest031_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,7913223,61.6,30.0,320,240,1848,True,
anomaly/Arrest/Arrest032_x264.mp4,Arrest032_x264.mp4,anomaly,Arrest,Arrest/Arrest032_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,9685138,56.133,30.0,240,240,1684,True,
anomaly/Arrest/Arrest033_x264.mp4,Arrest033_x264.mp4,anomaly,Arrest,Arrest/Arrest033_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,61408740,258.167,30.0,320,240,7745,True,
anomaly/Arrest/Arrest034_x264.mp4,Arrest034_x264.mp4,anomaly,Arrest,Arrest/Arrest034_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,76648543,387.333,30.0,320,240,11620,True,
anomaly/Arrest/Arrest035_x264.mp4,Arrest035_x264.mp4,anomaly,Arrest,Arrest/Arrest035_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,49612144,206.233,30.0,320,240,6187,True,
anomaly/Arrest/Arrest036_x264.mp4,Arrest036_x264.mp4,anomaly,Arrest,Arrest/Arrest036_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,23074609,127.567,30.0,320,240,3827,True,
anomaly/Arrest/Arrest037_x264.mp4,Arrest037_x264.mp4,anomaly,Arrest,Arrest/Arrest037_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,18447293,71.067,30.0,320,240,2132,True,
anomaly/Arrest/Arrest038_x264.mp4,Arrest038_x264.mp4,anomaly,Arrest,Arrest/Arrest038_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,8106213,73.1,30.0,320,240,2193,True,
anomaly/Arrest/Arrest039_x264.mp4,Arrest039_x264.mp4,anomaly,Arrest,Arrest/Arrest039_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,113654933,527.833,30.0,320,240,15835,True,
anomaly/Arrest/Arrest040_x264.mp4,Arrest040_x264.mp4,anomaly,Arrest,Arrest/Arrest040_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,8349531,59.133,30.0,320,240,1774,True,
anomaly/Arrest/Arrest041_x264.mp4,Arrest041_x264.mp4,anomaly,Arrest,Arrest/Arrest041_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,20832906,128.233,30.0,320,240,3847,True,
anomaly/Arrest/Arrest042_x264.mp4,Arrest042_x264.mp4,anomaly,Arrest,Arrest/Arrest042_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,12562695,53.0,30.0,320,240,1590,True,
anomaly/Arrest/Arrest043_x264.mp4,Arrest043_x264.mp4,anomaly,Arrest,Arrest/Arrest043_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,63844515,359.967,30.0,320,240,10799,True,
anomaly/Arrest/Arrest044_x264.mp4,Arrest044_x264.mp4,anomaly,Arrest,Arrest/Arrest044_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,24689733,113.7,30.0,320,240,3411,True,
anomaly/Arrest/Arrest046_x264.mp4,Arrest046_x264.mp4,anomaly,Arrest,Arrest/Arrest046_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,47087436,262.767,30.0,319,240,7883,True,
anomaly/Arrest/Arrest047_x264.mp4,Arrest047_x264.mp4,anomaly,Arrest,Arrest/Arrest047_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,527830504,2102.0,30.0,320,240,63060,True,
anomaly/Arrest/Arrest048_x264.mp4,Arrest048_x264.mp4,anomaly,Arrest,Arrest/Arrest048_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,34844455,135.9,30.0,320,240,4077,True,
anomaly/Arrest/Arrest049_x264.mp4,Arrest049_x264.mp4,anomaly,Arrest,Arrest/Arrest049_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,107207813,393.3,30.0,320,240,11799,True,
anomaly/Arrest/Arrest050_x264.mp4,Arrest050_x264.mp4,anomaly,Arrest,Arrest/Arrest050_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,97170448,237.266,29.971,320,240,7111,True,
anomaly/Arrest/Arrest051_x264.mp4,Arrest051_x264.mp4,anomaly,Arrest,Arrest/Arrest051_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,91839785,360.0,30.0,320,240,10800,True,
anomaly/Arson/Arson001_x264.mp4,Arson001_x264.mp4,anomaly,Arson,Arson/Arson001_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,29013622,139.567,30.0,320,240,4187,True,
anomaly/Arson/Arson002_x264.mp4,Arson002_x264.mp4,anomaly,Arson,Arson/Arson002_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,36168835,147.967,30.0,320,240,4439,True,
anomaly/Arson/Arson003_x264.mp4,Arson003_x264.mp4,anomaly,Arson,Arson/Arson003_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,24229193,133.767,30.0,320,240,4013,True,
anomaly/Arson/Arson005_x264.mp4,Arson005_x264.mp4,anomaly,Arson,Arson/Arson005_x264.mp4,/content/drive/MyDrive/Anomaly-Videos-Part-1/Anomaly-Videos-Part-1,,mp4,10433371,39.133,30.0,319,240,1174,True,
